id,predicted_churn_risk,risk_tier,behavioral_state,behavioral_evidence,recent_deterioration_count,persistent_deterioration_count,coordinated_deterioration_count,value_tier,arpu_8,retention_priority,candidate_action,decision_rationale,churn_probability
26697,0.002467881840148928,Low,Recent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,5,0,2,Higher,328.248,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
19805,0.729805169368097,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Lower,-5.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
8725,0.01680752863789802,High,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,5,1,3,Lower,32.25,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
43713,0.009725130719592572,High,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Highest,839.799,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
12020,0.013935888846281148,High,Recent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,4,0,2,Lower,79.58,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
60425,0.004616045390115063,Moderate,Stable / Limited Deterioration,2/5 behavioural metrics declined across the observed period,0,0,2,Moderate,150.341,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
11840,0.016937074550260826,High,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,5,0,1,Highest,441.99,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
16934,0.002241789733613743,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,1,1,1,Highest,477.465,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
47866,0.0033228889549139066,Moderate,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,2,1,5,Highest,665.053,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
28412,0.0015943430565280572,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,422.643,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
7777,0.046620814227570403,Very High,Recent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,3,0,2,Higher,268.108,Priority 1,Recharge / Affordability Review,Very High churn risk with Higher/Highest relative customer value.,0
20332,0.010404788741251671,High,Severe Persistent Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,4,5,Lower,60.254,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
43508,0.0043864130810405706,Moderate,Severe Persistent Deterioration,4/5 behavioural metrics declined recently; 4/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,4,4,4,Higher,227.323,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
62622,0.0026033621579094877,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Highest,705.587,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
19777,0.22483547273422497,Very High,Persistent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,2,5,Lower,22.667,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
13429,0.0012917956753822567,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently,1,0,0,Highest,794.837,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
21947,0.008037260870339544,Moderate,Persistent Deterioration,3/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,3,2,4,Higher,263.125,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
5305,0.00988377395717383,High,Recent Deterioration,2/5 behavioural metrics declined recently; 3/5 behavioural metrics declined across the observed period,2,0,3,Highest,602.019,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
68560,0.0010614012004891364,Low,Persistent Deterioration,4/5 behavioural metrics declined recently; 2/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,4,2,5,Highest,462.082,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
26530,0.03071289092184981,High,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 3/5 behavioural metrics declined across the observed period,4,1,3,Highest,418.29,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
12896,0.0020404375701014504,Low,Stable / Limited Deterioration,No strong engineered deterioration signal detected,0,0,0,Moderate,173.264,Priority 3,General Retention Review,Customer does not meet the higher retention-priority criteria.,0
53309,0.6030631827519763,Very High,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics declined across the observed period,5,0,5,Moderate,93.75,Priority 2,Broad Recent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
69310,0.010530300611724544,High,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,3,5,Lower,37.32,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
46603,0.23053312576659246,Very High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,0
44570,0.005719113778383987,Moderate,Recent Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,5,1,1,Lower,53.131,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
62020,0.01560586545414297,High,Recent Deterioration,4/5 behavioural metrics declined recently; 1/5 behavioural metrics declined across the observed period,4,0,1,Moderate,99.615,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
4525,0.003576082565955877,Moderate,Persistent Deterioration,5/5 behavioural metrics declined recently; 3/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,3,4,Moderate,162.382,Priority 3,Persistent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
24149,0.002879221158546599,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 2/5 behavioural metrics declined across the observed period,2,1,2,Highest,393.9,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
41799,0.1536405402744366,Very High,Recent Deterioration,5/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,5,0,2,Lower,9.87,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
14324,0.9076296452041189,Very High,Severe Persistent Deterioration,5/5 behavioural metrics declined recently; 5/5 behavioural metrics show persistent decline; 5/5 behavioural metrics declined across the observed period,5,5,5,Lower,0.0,Priority 2,Persistent Deterioration Review,Very High churn risk combined with strong behavioural deterioration.,1
26726,0.003257043142768817,Low,Stable / Limited Deterioration,1/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 1/5 behavioural metrics declined across the observed period,1,1,1,Higher,221.852,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
30757,0.0017400867463787956,Low,Recent Broad Deterioration,5/5 behavioural metrics declined recently; 1/5 behavioural metrics show persistent decline; 4/5 behavioural metrics declined across the observed period,5,1,4,Higher,242.35,Priority 3,Broad Recent Deterioration Review,Customer does not meet the higher retention-priority criteria.,0
14641,0.012202372632070716,High,Recent Deterioration,2/5 behavioural metrics declined recently; 2/5 behavioural metrics declined across the observed period,2,0,2,Lower,51.582,Priority 3,Usage / Engagement Review,Customer does not meet the higher retention-priority criteria.,0
45530,0.011547935297901967,High,Recent Deterioration,3/5 behavioural metrics declined recently,3,0,0,Lower,77.422,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
27716,0.0010918871295716717,Low,Recent Deterioration,2/5 behavioural metrics declined recently; 4/5 behavioural metrics declined across the observed period,2,0,4,Highest,518.753,Priority 3,Recharge / Affordability Review,Customer does not meet the higher retention-priority criteria.,0
